tp_record_share,id_polizza_exp,id_polizza_invio,compagnia_ania,compagnia_exp,agenzia,numero_polizza_cmp,progressivo,codice_isin,codice_fondo,descrizione_fondo,categoria_fondo,controvalore,numero_quote,valore_nav,data_ultimo_nav,valuta_share,filename,data_elaborazione_file,mandato
24,20005634662,20005634662,035,4,210,20005634662,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013013565,20013013565,035,4,210,20013013565,1,            ,801,,,48078.34,3359.303,14.312,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002801368,20002801368,035,4,210,20002801368,3,RMERCATO    ,832,REALE LINEA MERCATO,MONETARIO,0.0,0.0,18.216,2021-04-06,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005623891,20005623891,035,4,210,20005623891,1,            ,816,,,42292.1,2798.022,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002518777,20002518777,035,4,210,20002518777,1,RMERCATO    ,832,REALE LINEA MERCATO,MONETARIO,1313.0,68.955,19.041,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013008189,20013008189,035,4,210,20013008189,1,            ,801,,,27579.91,1927.048,14.312,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005619281,20005619281,035,4,210,20005619281,1,            ,816,,,24500.93,1552.362,15.783,2022-05-17,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005628574,20005628574,035,4,210,20005628574,1,            ,816,,,26506.99,1753.688,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005523096,20005523096,035,4,210,20005523096,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002801368,20002801368,035,4,210,20002801368,2,RCONTROLLA  ,831,REALE LINEA CONTROLL,,0.0,0.0,9.64,2021-04-06,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005525335,20005525335,035,4,210,20005525335,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005524061,20005524061,035,4,210,20005524061,1,            ,,,,11834.7,1194.459,9.908,2020-11-23,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005535683,20005535683,035,4,210,20005535683,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005538413,20005538413,035,4,210,20005538413,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005639599,20005639599,035,4,210,20005639599,1,            ,816,,,13138.49,869.235,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013009212,20013009212,035,4,210,20013009212,1,            ,835,,,67286.26,3824.604,17.593,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013006745,20013006745,035,4,210,20013006745,1,            ,837,,,6408.24,486.505,13.172,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005522226,20005522226,035,4,210,20005522226,1,            ,,,,9665.2,975.495,9.908,2020-11-23,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005619292,20005619292,035,4,210,20005619292,1,            ,816,,,4015.92,265.691,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013016689,20013016689,035,4,210,20013016689,2,            ,836,,,793.6,45.926,17.28,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005622347,20005622347,035,4,210,20005622347,1,            ,816,,,35195.56,2489.43,14.138,2023-10-03,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005619828,20005619828,035,4,210,20005619828,1,            ,816,,,16105.2,1065.511,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613206,20005613206,035,4,210,20005613206,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005631478,20005631478,035,4,210,20005631478,2,            ,832,,,4035.42,198.447,20.335,2024-03-11,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013008242,20013008242,035,4,210,20013008242,1,            ,801,,,14383.3,1001.065,14.368,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005596897,20005596897,035,4,210,20005596897,1,            ,816,,,9888.35,654.208,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005622488,20005622488,035,4,210,20005622488,1,            ,816,,,46298.23,3063.065,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002510053,20002510053,035,4,210,20002510053,2,            ,150A,,,5816.53,5816.535,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013011431,20013011431,035,4,210,20013011431,1,            ,835,,,46401.06,2611.349,17.769,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002502642,20002502642,035,4,210,20002502642,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005634536,20005634536,035,4,210,20005634536,1,            ,816,,,14058.81,930.123,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005563968,20005563968,035,4,210,20005563968,2,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002519680,20002519680,035,4,210,20002519680,2,            ,520A,,,9739.9,9739.9,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002502729,20002502729,035,4,210,20002502729,1,            ,151A,,,27192.3,27192.3,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005617571,20005617571,035,4,210,20005617571,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002510053,20002510053,035,4,210,20002510053,1,ROBBLIGAZ   ,970,LINEA OBBLIGAZIONARI,OBBLIGAZIONARIO,2379.0,170.383,13.96,2024-02-05,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005532936,20005532936,035,4,210,20005532936,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005633838,20005633838,035,4,210,20005633838,1,            ,816,,,35088.25,2410.404,14.557,2023-11-14,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005586488,20005586488,035,4,210,20005586488,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002508647,20002508647,035,4,210,20002508647,1,ROBBLIGAZ   ,970,LINEA OBBLIGAZIONARI,OBBLIGAZIONARIO,3917.0,281.582,13.91,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013000429,20013000429,035,4,210,20013000429,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005532781,20005532781,035,4,210,20005532781,1,            ,,,,6796.85,694.548,9.786,2020-11-09,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013015949,20013015949,035,4,210,20013015949,1,            ,835,,,29064.87,1652.07,17.593,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005537722,20005537722,035,4,210,20005537722,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002513497,20002513497,035,4,210,20002513497,2,RCONTROLLA  ,831,REALE LINEA CONTROLL,,0.0,0.0,9.049,2022-07-04,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002801312,20002801312,035,4,210,20002801312,4,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002519470,20002519470,035,4,210,20002519470,1,            ,520A,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002510530,20002510530,035,4,210,20002510530,2,RCONTROLLA  ,831,REALE LINEA CONTROLL,,0.0,0.0,9.009,2023-04-11,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005566597,20005566597,035,4,210,20005566597,2,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002501494,20002501494,035,4,210,20002501494,2,            ,151A,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005627736,20005627736,035,4,210,20005627736,1,            ,816,,,2020.63,133.684,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002519673,20002519673,035,4,210,20002519673,2,            ,520A,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005592955,20005592955,035,4,210,20005592955,1,,,,,34733.47,2008.644,17.292,2020-06-02,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613224,20005613224,035,4,210,20005613224,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013001223,20013001223,035,4,210,20013001223,1,            ,835,,,20880.48,1167.551,17.884,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005622853,20005622853,035,4,210,20005622853,1,            ,816,,,10545.58,697.69,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613221,20005613221,035,4,210,20005613221,1,            ,816,,,17394.39,1150.803,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002510476,20002510476,035,4,210,20002510476,1,RCONTROLLA  ,831,REALE LINEA CONTROLL,,0.0,0.0,9.556,2022-04-04,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005614381,20005614381,035,4,210,20005614381,1,            ,816,,,5356.18,354.362,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010208,20013010208,035,4,210,20013010208,2,            ,835,,,49775.77,2801.27,17.769,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002515804,20002515804,035,4,210,20002515804,1,            ,153A,,,34325.67,34325.668,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005593580,20005593580,035,4,210,20005593580,1,            ,972,,,9911.84,902.307,10.985,2024-03-11,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002518205,20002518205,035,4,210,20002518205,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002509927,20002509927,035,4,210,20002509927,1,ROBBLIGAZ   ,970,LINEA OBBLIGAZIONARI,OBBLIGAZIONARIO,0.0,0.0,14.863,2022-04-04,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002517224,20002517224,035,4,210,20002517224,2,RBILATT     ,971,LINEA BILANCIATA ATT,FLESSIBILE,34.0,2.804,12.211,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005631061,20005631061,035,4,210,20005631061,1,            ,816,,,8579.17,567.593,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002519208,20002519208,035,4,210,20002519208,1,            ,520A,,,0.0,24430.94,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002518200,20002518200,035,4,210,20002518200,1,RMERCATO    ,832,REALE LINEA MERCATO,MONETARIO,5115.0,268.619,19.041,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013012208,20013012208,035,4,210,20013012208,1,            ,801,,,6117.02,426.184,14.353,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005626075,20005626075,035,4,210,20005626075,1,            ,619,,,2257.09,241.168,9.359,2022-07-04,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013014243,20013014243,035,4,210,20013014243,3,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005616326,20005616326,035,4,210,20005616326,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002504467,20002504467,035,4,210,20002504467,2,RCONTROLLA  ,831,REALE LINEA CONTROLL,,0.0,0.0,8.903,2023-07-03,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005539014,20005539014,035,4,210,20005539014,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005589391,20005589391,035,4,210,20005589391,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002517446,20002517446,035,4,210,20002517446,1,RMERCATO    ,832,REALE LINEA MERCATO,MONETARIO,5831.0,306.221,19.041,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002513505,20002513505,035,4,210,20002513505,1,            ,155A,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005634351,20005634351,035,4,210,20005634351,1,            ,816,,,4767.72,315.43,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005634536,20005634536,035,4,210,20005634536,2,            ,976,,,650.99,49.385,13.182,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002515021,20002515021,035,4,210,20002515021,1,ROBBLIGAZ   ,970,LINEA OBBLIGAZIONARI,OBBLIGAZIONARIO,0.0,0.0,13.246,2022-10-03,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013009339,20013009339,035,4,210,20013009339,1,            ,835,,,4246.92,241.398,17.593,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013003441,20013003441,035,4,210,20013003441,2,            ,836,,,47237.09,2708.549,17.44,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013007628,20013007628,035,4,210,20013007628,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013003428,20013003428,035,4,210,20013003428,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005539014,20005539014,035,4,210,20005539014,2,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613367,20005613367,035,4,210,20005613367,2,            ,976,,,183.15,13.894,13.182,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013008862,20013008862,035,4,210,20013008862,2,            ,836,,,5180.04,299.771,17.28,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010380,20013010380,035,4,210,20013010380,1,            ,801,,,14010.32,975.106,14.368,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613367,20005613367,035,4,210,20005613367,1,            ,816,,,284.9,18.849,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005617964,20005617964,035,4,210,20005617964,1,            ,816,,,63449.85,4197.807,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005536177,20005536177,035,4,210,20005536177,1,            ,,,,26724.58,2687.778,9.943,2020-12-21,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005624289,20005624289,035,4,210,20005624289,1,            ,619,,,22835.96,2440.0,9.359,2022-07-04,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002505372,20002505372,035,4,210,20002505372,1,RCONTROLLA  ,831,REALE LINEA CONTROLL,,1455.0,156.473,9.238,2024-01-08,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005616326,20005616326,035,4,210,20005616326,2,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005563968,20005563968,035,4,210,20005563968,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002517224,20002517224,035,4,210,20002517224,1,            ,151A,,,31237.52,31237.519,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005525295,20005525295,035,4,210,20005525295,2,            ,,,,13235.82,1330.233,9.95,2020-11-30,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005621795,20005621795,035,4,210,20005621795,1,            ,816,,,43910.07,2516.769,17.447,2021-10-26,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002502341,20002502341,035,4,210,20002502341,1,            ,151A,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013008991,20013008991,035,4,210,20013008991,2,            ,837,,,45239.68,3381.142,13.38,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005613471,20005613471,035,4,210,20005613471,1,            ,816,,,45898.28,2914.732,15.747,2022-05-24,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010380,20013010380,035,4,210,20013010380,2,            ,836,,,28550.98,1647.679,17.328,2023-12-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013003437,20013003437,035,4,210,20013003437,2,            ,837,,,56385.89,4096.323,13.765,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005563697,20005563697,035,4,210,20005563697,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005591770,20005591770,035,4,210,20005591770,1,            ,816,,,6557.64,433.85,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005626448,20005626448,035,4,210,20005626448,1,            ,,,,102248.41,10305.222,9.922,2020-11-16,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002518200,20002518200,035,4,210,20002518200,2,            ,520A,,,6530.14,6530.14,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005524715,20005524715,035,4,210,20005524715,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010403,20013010403,035,4,210,20013010403,2,            ,835,,,5689.91,323.419,17.593,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005635462,20005635462,035,4,210,20005635462,1,            ,976,,,10406.75,789.467,13.182,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005537212,20005537212,035,4,210,20005537212,2,            ,971,,,28781.37,2524.864,12.621,2024-03-11,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005617655,20005617655,035,4,210,20005617655,1,            ,816,,,10949.38,724.405,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002515806,20002515806,035,4,210,20002515806,2,ROBBLIGAZ   ,970,LINEA OBBLIGAZIONARI,OBBLIGAZIONARIO,4403.0,315.011,13.937,2024-02-19,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005623702,20005623702,035,4,210,20005623702,1,,,,,16015.44,908.059,17.637,2020-07-21,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005565627,20005565627,035,4,210,20005565627,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005524562,20005524562,035,4,210,20005524562,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013012542,20013012542,035,4,210,20013012542,1,            ,801,,,12196.44,852.183,14.312,2024-01-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005603662,20005603662,035,4,210,20005603662,2,            ,976,,,12463.74,1026.921,12.137,2023-01-17,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005628903,20005628903,035,4,210,20005628903,2,            ,976,,,1575.22,119.498,13.182,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013014441,20013014441,035,4,210,20013014441,1,            ,,,,8024.58,394.309,20.351,2021-04-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002505930,20002505930,035,4,210,20002505930,1,            ,153A,,,44456.49,44456.494,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010442,20013010442,035,4,210,20013010442,2,            ,835,,,6532.85,365.29,17.884,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20002501225,20002501225,035,4,210,20002501225,1,            ,151A,,,10969.09,10969.09,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013003647,20013003647,035,4,210,20013003647,1,,,,,0.0,0.0,0.0,,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20005619291,20005619291,035,4,210,20005619291,1,            ,816,,,25033.55,1656.206,15.115,2024-03-12,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
24,20013010442,20013010442,035,4,210,20013010442,1,            ,801,,,6944.81,483.858,14.353,2023-11-18,EUR,24_C_4_210_20240318125508_0_P.csv,2024-03-18,1
